	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
27162	891643	34	34	25.0	52	33	26.0	34	46.0	38	32	59	40	32	29.0	35	29	26.0	55	60
27163	891645	41	43	23.0	52	35	25.0	39	52.0	36	39	53	19	31	32.0	34	23	28.0	62	57
27164	891647	36	40	26.0	52	36	26.0	44	37.0	36	40	58	60	29	38.0	50	31	23.0	56	58
27165	891649	47	59	23.0	57	60	26.0	55	66.0	48	46	71	75	44	45.0	56	52	28.0	61	67
27166	891651	49	52	22.0	55	47	26.0	53	65.0	45	48	65	69	37	33.0	48	44	29.0	61	59
27167	891653	57	55	28.0	57	57	28.0	62	71.0	44	48	72	75	40	41.0	54	53	30.0	58	64
27168	891655	54	51	23.0	53	40	28.0	56	69.0	43	48	68	51	39	39.0	48	41	28.0	62	63
27169	891656	20	21	27.0	33	24	23.0	51	63.0	41	38	47	29	36	32.0	41	20	23.0	42	39
27170	891657	49	43	22.0	54	45	29.0	48	69.0	43	44	64	68	33	36.0	42	44	28.0	49	64
27171	891658	20	16	27.0	41	24	29.0	29	25.0	24	41	25	28	34	20.0	20	22	30.0	54	47
27172	891661	40	48	25.0	47	42	28.0	32	61.0	37	48	63	43	35	38.0	41	35	29.0	62	57
27173	891662	25	8	21.0	36	21	25.0	42	38.0	44	41	27	25	34	32.0	35	26	26.0	47	50
27174	891663	54	59	28.0	53	56	28.0	65	72.0	45	45	64	73	40	37.0	44	50	30.0	66	68
27175	891672	30	56	25.0	53	52	24.0	57	63.0	45	45	70	71	45	46.0	48	48	29.0	58	64
27176	891685	24	43	25.0	38	35	25.0	57	53.0	40	35	45	45	38	37.0	46	38	28.0	50	52
27177	891691	26	8	23.0	39	10	25.0	39	27.0	40	39	46	25	33	32.0	26	15	25.0	50	51
27178	891700	33	35	22.0	41	35	26.0	58	63.0	45	37	67	59	36	39.0	51	39	27.0	58	60
27179	891705	40	14	23.0	38	20	26.0	58	54.0	42	36	30	44	36	31.0	42	34	29.0	53	50
27180	891709	21	21	19.0	32	10	24.0	25	25.0	19	21	37	50	30	13.0	32	26	17.0	32	45
27181	891712	24	37	19.0	47	34	23.0	50	37.0	40	35	39	60	37	29.0	43	26	25.0	48	49
27182	891716	23	43	12.0	40	44	19.0	52	61.0	46	37	39	45	39	36.0	36	40	28.0	44	54
27183	891718	24	44	19.0	46	44	23.0	55	45.0	44	34	44	53	38	33.0	39	35	24.0	51	62
27184	891724	15	29	18.0	49	20	24.0	55	32.0	42	27	41	28	37	21.0	39	14	22.0	55	38
27185	891730	41	56	19.0	52	53	25.0	60	56.0	48	40	39	67	42	34.0	50	35	22.0	60	62
27186	891736	39	46	21.0	45	29	26.0	52	48.0	48	33	48	47	42	34.0	45	36	18.0	49	53
27187	891742	20	26	20.0	34	29	25.0	54	39.0	42	27	40	35	39	30.0	42	20	18.0	51	51
27188	891745	36	49	21.0	47	42	25.0	50	53.0	46	30	39	59	40	32.0	56	28	18.0	57	57
27189	891753	14	20	19.0	40	16	23.0	47	29.0	37	24	28	33	33	22.0	40	16	18.0	50	45
27190	891758	14	40	17.0	48	31	23.0	43	44.0	38	31	25	52	38	30.0	43	23	16.0	47	43
27191	891759	34	46	21.0	42	33	24.0	46	59.0	27	36	50	52	41	30.0	40	46	22.0	43	54
27192	891763	14	26	17.0	49	20	24.0	49	32.0	39	23	28	46	33	26.0	39	28	15.0	50	54
27193	891764	28	30	21.0	35	36	24.0	34	38.0	25	23	29	44	34	27.0	28	39	23.0	36	48
27194	891765	20	20	21.0	41	24	21.0	46	48.0	39	26	36	40	40	26.0	41	24	18.0	45	50
27195	891769	48	50	16.0	47	45	26.0	40	55.0	28	40	38	50	35	29.0	35	47	25.0	44	52
27196	891770	22	33	22.0	47	40	26.0	46	59.0	41	35	44	53	41	31.0	47	21	18.0	50	55
27197	891778	20	23	15.0	42	22	26.0	41	43.0	42	27	57	57	38	28.0	41	12	16.0	49	51
27198	891784	21	22	18.0	20	25	25.0	35	38.0	35	38	41	41	32	34.0	28	26	28.0	43	55
27199	891796	36	26	12.0	29	32	22.0	56	40.0	45	36	39	39	39	32.0	29	28	19.0	46	46
27200	891801	28	20	12.0	35	36	24.0	60	40.0	45	45	38	60	33	38.0	32	36	19.0	52	47
27201	891810	22	20	19.0	20	31	24.0	30	34.0	20	39	28	34	34	26.0	22	25	28.0	39	40
27202	891819	29	36	18.0	43	28	23.0	67	52.0	45	37	52	35	39	28.0	37	28	20.0	56	49
27203	891864	26	54	21.0	28	34	20.0	29	46.0	34	43	26	39	36	33.0	20	37	16.0	47	59
27204	891893	37	43	15.0	52	42	20.0	66	62.0	48	41	49	42	38	30.0	45	40	18.0	64	52
27205	891895	21	24	16.0	50	28	20.0	60	19.0	46	26	46	9	27	17.0	5	30	19.0	46	31
27206	891954	33	31	0.0	56	39	0.0	31	42.0	43	25	25	35	38	33.0	58	33	0.0	57	54
27207	891974	27	32	0.0	25	26	0.0	25	28.0	28	28	38	38	35	37.0	25	26	0.0	46	50
27208	892025	21	38	26.0	32	40	18.0	33	62.0	35	34	28	46	40	40.0	37	34	24.0	47	53
27209	892028	44	24	27.0	32	41	19.0	40	53.0	35	43	48	48	42	41.0	24	33	21.0	48	59
27210	892032	23	44	27.0	23	49	21.0	57	53.0	35	44	51	60	40	48.0	23	35	23.0	55	66
27211	892037	20	23	26.0	25	28	19.0	28	31.0	34	41	27	44	39	36.0	21	16	25.0	48	52
27212	892040	43	49	29.0	47	51	26.0	67	66.0	42	45	60	60	42	48.0	47	52	28.0	58	62
27213	892041	31	34	27.0	22	48	22.0	60	55.0	46	46	27	35	40	46.0	40	35	21.0	61	62
27214	892054	45	56	28.0	54	58	24.0	47	68.0	48	45	61	71	44	46.0	58	55	29.0	61	68
27215	892056	29	45	27.0	38	36	17.0	38	55.0	38	35	27	48	39	43.0	41	43	26.0	50	58
27216	892058	31	46	29.0	39	46	25.0	47	60.0	38	46	41	68	47	45.0	50	34	26.0	57	64
27217	892059	29	45	28.0	33	45	26.0	46	63.0	35	44	55	68	44	44.0	49	44	22.0	55	63
27218	892060	20	49	27.0	24	40	25.0	46	65.0	39	47	32	72	41	49.0	28	41	24.0	57	70
27219	892061	26	42	27.0	21	42	21.0	48	67.0	29	46	30	67	36	45.0	37	35	22.0	52	63
27220	892064	40	44	28.0	37	50	23.0	40	67.0	37	43	28	72	43	47.0	47	50	21.0	54	66
27221	892068	27	41	25.0	41	35	18.0	40	42.0	32	40	40	59	36	38.0	31	33	21.0	43	47
27222	892084	20	43	25.0	36	36	13.0	32	49.0	31	46	28	53	29	37.0	20	23	22.0	44	56
27223	892088	20	34	26.0	34	33	22.0	50	25.0	32	37	45	47	35	42.0	38	37	23.0	51	54
27224	892092	23	49	28.0	47	48	19.0	49	45.0	43	47	62	71	43	44.0	46	39	23.0	50	64
27225	892093	31	54	29.0	53	51	25.0	61	66.0	47	48	56	70	43	45.0	46	43	22.0	63	66
27226	892094	20	46	25.0	39	43	16.0	38	50.0	37	47	32	60	30	42.0	21	31	21.0	45	59
27227	892103	28	43	26.0	25	26	10.0	29	46.0	30	41	32	45	34	37.0	20	38	25.0	41	46
27228	892104	38	36	28.0	27	47	10.0	54	51.0	38	36	65	61	41	42.0	49	45	23.0	51	55
27229	892111	42	48	27.0	51	56	23.0	69	63.0	44	47	68	72	41	46.0	56	47	28.0	63	65
27230	892113	21	47	25.0	29	46	25.0	53	71.0	33	40	25	53	37	47.0	24	40	20.0	54	68
27231	892115	34	33	25.0	46	33	22.0	26	66.0	36	27	40	67	28	44.0	40	40	26.0	41	56
27232	892116	39	53	26.0	52	52	29.0	68	74.0	43	49	69	70	43	46.0	55	53	30.0	67	67
27233	892118	36	54	29.0	39	56	27.0	58	70.0	45	48	70	75	46	47.0	47	51	29.0	60	69
27234	892122	26	51	28.0	37	55	26.0	33	69.0	44	47	53	62	45	47.0	46	47	28.0	54	68
27235	892123	36	42	27.0	30	49	23.0	41	67.0	45	46	35	69	48	47.0	43	40	25.0	55	67
27236	892133	29	47	28.0	35	59	21.0	62	71.0	30	44	63	70	41	42.0	42	43	30.0	53	61
27237	892174	29	50	29.0	42	57	20.0	36	42.0	27	47	46	64	40	44.0	29	38	24.0	50	57
27238	892175	29	54	30.0	38	53	26.0	49	56.0	41	44	59	68	40	42.0	44	35	26.0	54	60
27239	892176	32	47	28.0	42	57	23.0	39	65.0	40	42	57	69	38	48.0	47	48	23.0	49	64
27240	892177	34	42	25.0	29	53	21.0	31	58.0	29	44	32	66	28	40.0	29	23	20.0	41	57
27241	892178	35	45	25.0	20	52	22.0	40	62.0	37	47	46	66	36	46.0	21	32	23.0	49	56
27242	892179	20	30	26.0	30	51	24.0	39	51.0	46	46	38	65	42	37.0	27	33	24.0	55	60
27243	892215	23	31	15.0	31	41	16.0	34	56.0	28	39	31	61	31	29.0	24	25	22.0	37	49
27244	892216	55	59	23.0	60	57	29.0	68	75.0	49	50	74	75	48	47.0	59	56	29.0	66	68
27245	892220	23	33	25.0	42	35	24.0	31	46.0	44	47	36	59	47	31.0	34	21	21.0	57	59
27246	892227	11	40	23.0	26	47	29.0	34	44.0	23	41	27	50	33	31.0	25	32	23.0	40	60
27247	892239	49	52	23.0	59	51	28.0	63	72.0	44	47	74	75	47	40.0	47	46	25.0	68	70
27248	892241	15	50	15.0	45	50	27.0	50	61.0	44	43	25	69	38	28.0	34	40	24.0	55	59
27249	892242	21	36	23.0	20	31	22.0	30	50.0	32	38	32	60	37	26.0	24	28	21.0	46	53
27250	892243	44	57	22.0	60	56	30.0	70	74.0	47	48	71	75	48	43.0	53	53	28.0	58	68
27251	892247	45	56	24.0	59	56	30.0	65	71.0	44	47	69	74	45	42.0	57	54	27.0	59	66
27252	892256	52	57	21.0	60	58	30.0	67	73.0	48	45	65	73	44	42.0	52	58	26.0	52	66
27253	892257	31	50	22.0	42	43	27.0	53	62.0	39	44	43	67	39	41.0	39	41	23.0	59	61
27254	892260	36	58	18.0	59	51	29.0	64	73.0	47	44	57	68	48	41.0	54	55	28.0	63	65
27255	892268	35	52	22.0	55	49	30.0	59	73.0	46	48	66	74	34	45.0	25	53	28.0	60	69
27256	892273	35	39	25.0	44	45	29.0	50	68.0	47	47	48	71	48	40.0	48	32	22.0	63	64
27257	892274	20	42	17.0	27	37	27.0	41	70.0	31	44	32	73	33	31.0	15	38	21.0	50	61
27258	892276	39	56	24.0	60	56	29.0	67	74.0	47	44	58	75	41	40.0	47	55	29.0	56	63
27259	892278	28	53	16.0	37	39	27.0	36	70.0	30	46	57	74	37	39.0	33	41	20.0	49	63
27260	892286	33	34	20.0	35	41	29.0	51	70.0	30	42	41	63	37	37.0	35	25	27.0	47	61
27261	892289	33	57	26.0	57	55	28.0	61	72.0	45	43	62	74	44	43.0	42	42	30.0	63	66
27262	892300	20	35	14.0	33	37	23.0	53	51.0	23	36	25	55	23	36.0	27	22	19.0	51	51
27263	892315	28	44	16.0	44	42	28.0	47	66.0	41	47	46	75	42	34.0	38	43	23.0	54	64
27264	892318	20	31	16.0	28	35	25.0	25	37.0	41	34	25	40	30	33.0	8	24	17.0	47	54
27265	892319	20	43	15.0	21	26	26.0	49	44.0	37	34	26	54	32	30.0	24	26	21.0	42	49
27266	892321	20	39	20.0	37	33	18.0	38	41.0	21	37	26	55	31	26.0	32	25	23.0	38	58
27267	892322	21	37	16.0	28	32	24.0	25	43.0	41	29	25	54	29	27.0	20	28	17.0	47	51
27268	892349	20	46	19.0	24	35	22.0	39	53.0	27	34	17	52	27	23.0	20	13	28.0	40	50
27269	892353	20	32	21.0	33	30	23.0	39	55.0	17	42	17	55	39	36.0	23	21	20.0	48	58
27270	892355	20	37	19.0	35	26	24.0	45	52.0	25	42	25	49	32	28.0	20	17	22.0	44	50
27271	892368	23	36	20.0	27	32	24.0	35	58.0	31	37	33	58	30	29.0	38	20	20.0	45	45
27272	892375	22	30	18.0	32	41	20.0	38	61.0	21	27	26	49	29	30.0	28	27	27.0	48	57
27273	892376	21	29	17.0	30	40	22.0	36	53.0	34	34	28	55	28	31.0	20	25	22.0	46	58
27274	892381	25	24	16.0	24	32	19.0	37	42.0	35	43	41	36	32	30.0	27	17	22.0	49	55
27275	892401	26	26	16.0	37	33	18.0	32	34.0	32	35	49	65	37	32.0	20	24	20.0	38	52
27276	892407	39	53	30.0	60	60	30.0	44	56.0	42	42	59	67	40	44.0	45	34	30.0	60	59
27277	892409	29	39	28.0	25	34	20.0	28	25.0	43	43	48	13	39	32.0	20	26	28.0	46	52
27278	892411	39	49	30.0	40	36	28.0	50	15.0	30	36	43	11	38	32.0	27	25	30.0	39	52
27279	892417	20	36	28.0	36	15	19.0	29	14.0	44	29	28	18	43	20.0	33	17	28.0	48	41
27280	892425	21	28	18.0	51	46	14.0	29	25.0	42	38	37	16	39	35.0	20	20	28.0	42	45
27281	892432	40	47	28.0	52	56	29.0	41	57.0	42	40	41	45	34	29.0	28	28	30.0	50	50
27282	892434	29	37	30.0	37	39	21.0	26	25.0	41	42	19	32	37	34.0	25	27	28.0	46	52
27283	892437	22	33	30.0	47	42	28.0	25	41.0	43	31	53	15	46	32.0	29	23	29.0	56	53
27284	892441	41	55	28.0	58	59	30.0	55	68.0	47	46	50	47	44	45.0	41	37	29.0	59	63
27285	892442	31	50	30.0	53	50	30.0	28	35.0	42	47	33	39	35	46.0	24	37	26.0	58	64
27286	892445	31	48	28.0	46	50	28.0	39	46.0	46	40	42	33	35	38.0	34	26	27.0	50	54
27287	892452	34	56	30.0	60	58	30.0	62	71.0	46	46	60	72	40	46.0	46	49	30.0	59	64
27288	892453	28	39	27.0	44	50	20.0	26	35.0	36	40	29	26	36	34.0	28	24	27.0	54	53
27289	892455	46	55	30.0	55	52	30.0	59	64.0	40	48	61	55	40	45.0	49	39	29.0	56	61
27290	892461	20	35	27.0	44	28	22.0	26	26.0	37	34	27	26	32	32.0	25	20	28.0	41	51
27291	892463	43	49	30.0	57	56	28.0	31	25.0	44	32	41	27	39	40.0	40	21	27.0	48	55
27292	892466	46	51	30.0	56	58	29.0	41	44.0	47	37	40	58	41	36.0	42	30	28.0	50	60
27293	892495	26	35	26.0	46	32	19.0	34	29.0	39	43	33	43	33	35.0	38	29	27.0	49	50
27294	892524	35	40	28.0	50	34	20.0	25	36.0	40	31	26	28	31	35.0	23	28	26.0	50	48
27295	892533	32	41	29.0	42	34	28.0	35	32.0	38	23	49	26	33	27.0	35	27	27.0	36	33
27296	892539	36	51	30.0	55	54	30.0	61	48.0	44	40	53	67	42	38.0	39	40	30.0	60	64
27297	892541	15	36	20.0	43	11	13.0	15	26.0	36	21	48	11	41	19.0	20	21	27.0	37	33
27298	892545	46	51	28.0	32	43	23.0	48	55.0	17	48	32	42	35	42.0	42	33	27.0	46	63
27299	892550	37	51	28.0	55	48	30.0	58	70.0	48	47	60	56	48	39.0	37	42	30.0	63	68
27300	892552	27	34	22.0	56	39	24.0	33	50.0	45	43	38	47	49	38.0	36	32	28.0	59	48
27301	892553	20	21	26.0	23	42	18.0	18	44.0	31	44	15	43	36	37.0	20	28	25.0	39	48
27302	892554	20	36	24.0	20	43	17.0	21	29.0	24	46	4	43	37	38.0	21	27	28.0	47	52
27303	892555	27	14	23.0	20	35	16.0	25	38.0	39	47	4	44	35	36.0	24	25	28.0	50	48
27304	892556	20	45	25.0	31	42	27.0	41	59.0	41	43	36	48	47	42.0	34	37	29.0	50	57
27305	892557	41	46	28.0	43	39	25.0	41	60.0	45	47	41	38	38	42.0	24	32	29.0	50	52
27306	892559	42	45	28.0	47	43	22.0	35	49.0	43	46	53	46	42	39.0	20	34	29.0	54	50
27307	892560	37	46	30.0	47	48	29.0	56	61.0	46	45	53	52	48	33.0	39	41	28.0	51	58
27308	892561	37	28	28.0	50	42	21.0	28	44.0	42	45	51	42	43	35.0	23	35	26.0	59	56
27309	892562	29	26	28.0	37	39	20.0	28	47.0	35	40	42	36	31	28.0	7	22	28.0	40	39
27310	892563	30	27	28.0	29	40	20.0	37	54.0	40	47	15	32	38	30.0	30	30	26.0	49	53
27311	892564	40	25	28.0	48	42	17.0	20	30.0	38	44	28	43	39	42.0	10	38	26.0	47	54
27312	892565	40	37	26.0	44	47	15.0	26	47.0	32	44	49	45	40	43.0	21	39	26.0	38	51
27313	892568	39	33	30.0	34	45	18.0	25	38.0	39	41	48	53	41	45.0	20	36	29.0	45	47
27314	892569	44	44	27.0	52	47	29.0	36	53.0	43	48	52	51	48	41.0	28	39	25.0	62	60
27315	892571	21	42	30.0	48	38	27.0	44	43.0	41	45	50	50	37	37.0	20	41	29.0	52	53
27316	892590	23	15	24.0	40	25	24.0	32	21.0	36	40	45	10	31	28.0	27	30	29.0	46	50
27317	892621	30	38	0.0	37	31	0.0	25	25.0	31	17	36	26	29	18.0	45	46	0.0	27	30
27318	892623	25	28	0.0	15	25	0.0	39	40.0	44	39	29	51	25	17.0	33	32	0.0	31	45
27319	892650	34	36	0.0	37	31	0.0	30	12.0	30	34	27	42	32	29.0	51	13	0.0	32	36
27320	892652	29	37	0.0	39	49	0.0	29	16.0	37	23	49	37	33	31.0	62	46	0.0	37	32
27321	892668	20	33	26.0	25	37	22.0	47	48.0	24	41	26	53	30	34.0	23	28	28.0	35	45
27322	892669	20	38	26.0	27	40	22.0	39	40.0	31	39	46	55	30	29.0	22	29	28.0	44	45
27323	892674	4	30	15.0	24	34	15.0	34	40.0	41	36	32	42	45	32.0	24	25	23.0	49	38
27324	892677	7	26	15.0	22	30	20.0	25	35.0	32	25	16	33	31	21.0	35	20	22.0	50	26
27325	892688	12	18	26.0	23	34	30.0	41	37.0	26	37	38	36	31	40.0	20	26	28.0	37	45
27326	892703	20	20	29.0	30	31	20.0	47	38.0	22	21	67	33	29	24.0	37	22	21.0	38	44
27327	892708	35	21	26.0	30	45	18.0	47	33.0	22	35	26	68	25	30.0	28	26	20.0	49	43
27328	892713	31	24	27.0	32	44	20.0	45	36.0	24	30	54	44	27	24.0	36	26	19.0	45	39
27329	892718	20	23	22.0	28	42	19.0	44	31.0	29	30	33	20	19	17.0	27	18	21.0	54	40
27330	892723	24	22	27.0	39	43	23.0	51	32.0	23	30	66	65	29	24.0	36	25	23.0	44	41
27331	892728	27	24	26.0	24	28	17.0	29	27.0	19	17	43	34	23	17.0	32	20	24.0	48	36
27332	892733	26	31	21.0	23	42	23.0	57	54.0	33	31	41	31	27	28.0	27	28	22.0	55	51
27333	892738	23	26	27.0	33	43	20.0	40	50.0	30	40	45	51	32	37.0	38	26	17.0	56	55
27334	892752	26	20	26.0	20	38	16.0	33	33.0	19	36	31	32	29	21.0	31	23	20.0	43	39
27335	892756	34	37	29.0	40	43	26.0	56	53.0	28	41	46	55	36	37.0	37	31	22.0	54	47
27336	892760	23	34	26.0	22	30	19.0	28	27.0	20	23	26	30	31	23.0	33	26	21.0	47	32
27337	892764	20	22	28.0	30	48	18.0	42	50.0	21	37	34	49	29	35.0	36	34	23.0	58	51
27338	892768	27	25	26.0	25	40	21.0	50	48.0	30	29	52	54	28	32.0	34	22	19.0	51	43
27339	892818	40	27	30.0	45	42	30.0	45	61.0	49	43	55	55	43	37.0	48	38	28.0	59	41
27340	892819	27	28	25.0	34	39	22.0	32	52.0	49	43	44	50	40	37.0	43	34	26.0	51	37
27341	892820	29	30	24.0	28	41	24.0	27	40.0	46	44	42	50	39	35.0	35	44	12.0	52	51
27342	892821	20	23	21.0	28	26	17.0	37	49.0	25	35	25	41	27	33.0	20	31	11.0	43	38
27343	892822	36	31	25.0	25	39	28.0	39	53.0	47	41	32	61	38	36.0	41	29	27.0	54	47
27344	892823	26	32	23.0	22	43	28.0	55	56.0	29	43	57	65	38	38.0	46	41	11.0	54	52
27345	892824	32	26	28.0	20	33	27.0	37	59.0	39	31	42	43	33	30.0	27	34	26.0	52	46
27346	892934	55	55	30.0	55	53	30.0	60	68.0	49	47	66	74	49	44.0	56	54	30.0	63	58
27347	892937	56	52	29.0	58	53	23.0	65	70.0	49	47	58	73	49	41.0	57	55	29.0	60	56
27348	892938	47	56	30.0	53	50	22.0	61	68.0	46	47	62	70	49	43.0	55	52	30.0	63	49
27349	892943	34	50	30.0	48	53	26.0	52	64.0	48	46	60	70	49	34.0	41	46	27.0	53	41
27350	892944	57	52	29.0	55	53	24.0	62	63.0	47	48	42	73	49	41.0	46	44	27.0	64	50
27351	892946	50	57	29.0	53	48	23.0	58	59.0	49	47	65	73	49	46.0	55	48	29.0	66	59
27352	892949	57	58	29.0	57	53	24.0	58	60.0	49	49	62	75	49	38.0	53	53	29.0	66	56
27353	892952	58	60	30.0	59	58	25.0	64	72.0	50	48	70	75	50	46.0	56	58	30.0	67	61
27354	892956	56	59	30.0	58	54	21.0	55	69.0	50	48	59	73	49	46.0	58	57	29.0	64	61
27355	892959	55	52	30.0	56	53	19.0	54	72.0	50	48	32	73	49	41.0	51	57	27.0	66	61
27356	892960	55	56	29.0	50	50	24.0	58	44.0	49	46	52	72	49	37.0	50	47	27.0	62	56
27357	892968	39	32	27.0	28	33	20.0	51	36.0	34	46	34	52	31	37.0	38	22	30.0	56	40
27358	892971	52	54	29.0	54	45	23.0	65	66.0	45	47	66	67	49	44.0	50	43	30.0	57	52
27359	892977	50	51	30.0	57	58	22.0	67	67.0	49	49	66	75	48	44.0	58	51	28.0	67	59
27360	892979	54	57	30.0	56	58	26.0	64	69.0	49	47	61	74	49	46.0	54	50	30.0	66	57
27361	892986	48	57	30.0	55	52	20.0	58	69.0	45	47	60	68	49	36.0	52	46	28.0	62	52
27362	892988	42	45	29.0	54	49	18.0	63	61.0	49	48	57	70	50	42.0	47	49	27.0	62	52
27363	892992	20	23	25.0	23	39	20.0	38	30.0	28	46	25	39	28	37.0	24	16	21.0	51	46
27364	892995	24	23	25.0	20	22	17.0	33	35.0	17	25	25	39	26	19.0	22	27	21.0	43	35
27365	892996	56	54	30.0	58	56	25.0	65	60.0	49	48	70	75	50	39.0	54	50	28.0	64	58
27366	892998	55	57	30.0	57	46	24.0	66	72.0	49	49	69	75	49	48.0	57	49	28.0	65	61
27367	893000	55	58	30.0	58	47	20.0	61	70.0	49	49	71	75	49	49.0	57	53	28.0	66	56
27368	893002	29	28	0.0	40	27	0.0	41	25.0	43	28	10	45	27	33.0	11	46	0.0	45	37
27369	893004	50	52	30.0	58	52	30.0	64	71.0	49	48	70	73	49	39.0	56	51	30.0	65	62
27370	893011	52	51	30.0	56	55	19.0	61	68.0	49	49	67	72	50	43.0	60	47	27.0	66	51
27371	893014	45	34	29.0	55	52	20.0	60	54.0	49	47	67	68	50	41.0	54	47	28.0	63	61
27372	893023	49	55	29.0	56	51	21.0	66	69.0	49	50	67	70	49	48.0	55	44	29.0	65	59
27373	893026	28	16	26.0	27	35	19.0	41	35.0	20	44	41	34	31	30.0	34	30	30.0	51	52
27374	893029	27	25	29.0	21	33	22.0	47	65.0	28	48	38	55	28	37.0	36	26	19.0	53	52
27375	893033	56	54	30.0	56	52	23.0	63	71.0	47	49	74	72	50	48.0	52	52	27.0	63	57
27376	893034	23	23	27.0	36	41	18.0	45	55.0	31	46	42	60	28	38.0	32	48	19.0	53	49
27377	893035	32	25	0.0	42	37	0.0	25	40.0	32	36	57	18	21	32.0	44	33	0.0	36	39
27378	893036	41	24	28.0	33	41	23.0	52	64.0	34	46	44	63	31	42.0	34	13	18.0	56	49
27379	893037	49	44	29.0	54	50	21.0	59	61.0	49	49	63	72	50	46.0	53	55	25.0	64	46
27380	893039	47	56	29.0	53	51	24.0	60	71.0	48	48	53	73	50	46.0	50	48	29.0	65	54
27381	893045	57	58	30.0	60	55	30.0	71	75.0	49	49	72	74	50	46.0	56	56	30.0	68	58
27382	893049	57	54	30.0	58	51	22.0	63	69.0	50	47	69	74	49	43.0	58	48	30.0	64	52
27383	893051	54	54	29.0	55	47	25.0	56	66.0	49	45	57	73	50	39.0	53	49	29.0	64	55
27384	893052	22	20	15.0	32	36	11.0	25	51.0	36	45	30	47	31	31.0	32	29	13.0	54	38
27385	893053	55	57	30.0	58	51	26.0	58	62.0	49	49	66	73	49	41.0	56	52	30.0	66	59
27386	893059	49	58	30.0	58	55	22.0	68	71.0	50	48	67	75	50	46.0	55	57	30.0	66	58
27387	893061	55	57	30.0	58	58	21.0	62	72.0	50	49	60	75	50	44.0	55	56	30.0	66	63
27388	893070	29	28	25.0	38	14	18.0	34	36.0	46	44	36	43	49	36.0	38	35	30.0	60	38
27389	893088	21	12	22.0	24	20	22.0	26	34.0	31	39	36	33	30	37.0	20	26	10.0	42	30
27390	893091	20	11	22.0	36	20	19.0	25	43.0	29	42	25	29	31	31.0	22	22	10.0	47	30
27391	893093	20	12	24.0	21	22	22.0	31	40.0	45	42	27	37	34	35.0	20	25	28.0	50	35
27392	893097	20	20	23.0	37	27	21.0	58	44.0	38	43	36	38	37	42.0	23	25	12.0	57	42
27393	893107	22	23	24.0	33	37	17.0	43	53.0	49	48	26	54	46	44.0	47	28	11.0	44	45
27394	893121	25	25	25.0	34	26	16.0	42	26.0	40	44	35	47	29	33.0	39	34	21.0	39	46
27395	893164	20	15	26.0	33	13	18.0	25	26.0	41	35	25	31	37	27.0	24	21	21.0	50	39
27396	893165	31	35	0.0	53	47	0.0	28	32.0	44	35	41	51	37	29.0	26	40	0.0	47	42
27397	893167	32	44	29.0	48	34	30.0	53	53.0	32	42	45	49	36	37.0	21	38	23.0	56	55
27398	893168	41	40	28.0	58	48	28.0	56	53.0	37	43	48	46	41	37.0	47	42	23.0	58	56
27399	893172	22	31	29.0	48	21	28.0	37	28.0	29	28	32	32	23	11.0	20	24	20.0	42	38
27400	893177	28	12	29.0	26	10	29.0	50	30.0	34	31	26	26	33	23.0	20	20	22.0	54	39
27401	893179	24	33	26.0	43	15	26.0	56	49.0	34	39	59	25	37	32.0	37	33	25.0	55	44
27402	893182	27	28	28.0	52	11	28.0	50	43.0	40	44	13	40	29	33.0	9	29	24.0	51	51
27403	893184	37	40	29.0	50	37	29.0	66	58.0	41	41	52	63	41	36.0	36	53	22.0	60	53
27404	893187	22	36	30.0	51	20	29.0	52	46.0	29	36	33	58	22	34.0	7	46	24.0	56	57
27405	893189	21	15	26.0	42	20	27.0	37	38.0	29	35	41	25	42	20.0	24	32	27.0	50	47
27406	893194	26	15	28.0	51	26	27.0	52	48.0	28	40	26	33	32	29.0	24	29	22.0	48	49
27407	893195	25	27	30.0	47	38	30.0	39	49.0	47	45	38	62	36	37.0	31	50	30.0	55	51
27408	893197	24	47	27.0	50	30	29.0	49	51.0	37	41	25	62	36	39.0	25	49	25.0	56	47
27409	893199	49	59	30.0	55	58	28.0	63	60.0	43	45	61	69	45	44.0	56	57	27.0	62	57
27410	893202	24	48	28.0	51	29	28.0	55	58.0	39	45	32	51	35	32.0	21	28	24.0	56	57
27411	893205	30	32	28.0	48	41	29.0	42	44.0	43	44	33	57	46	39.0	31	46	25.0	53	48
27412	893212	26	27	28.0	48	22	30.0	51	51.0	35	29	27	41	25	32.0	35	39	25.0	52	44
27413	893214	29	22	27.0	43	25	29.0	62	47.0	40	43	50	40	39	40.0	36	37	22.0	57	55
27414	893218	24	21	30.0	51	10	28.0	32	28.0	30	17	34	36	23	27.0	20	31	22.0	40	36
27415	893221	24	36	26.0	47	15	28.0	55	50.0	33	25	25	41	25	30.0	20	17	23.0	62	56
27416	893223	23	16	27.0	46	9	27.0	25	35.0	32	29	34	35	23	35.0	20	24	24.0	38	46
