	A-ID	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	COMPUTERSCIENCE1	COMPUTERSCIENCE2	COMPUTER_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
6160	896393	24	8	14.0	30.0	19	29.0	41	25.0	44	38	28	37.0	30	23.0	20.0	27.0	14.0	53	38
6161	896394	29	15	23.0	22.0	17	42.0	46	29.0	38	39	28	34.0	36	21.0	32.0	24.0	20.0	42	45
6162	896388	42	20	12.0	27.0	28	31.0	51	29.0	42	43	33	40.0	42	30.0	46.0	29.0	26.0	52	42
6163	896395	48	4	11.0	28.0	18	42.0	60	29.0	35	31	43	28.0	40	25.0	40.0	23.0	25.0	51	46
6164	896397	20	20	23.0	26.0	27	45.0	25	49.0	38	42	25	34.0	30	28.0	21.0	28.0	17.0	43	43
6165	896396	48	10	12.0	22.0	25	29.0	56	41.0	46	38	38	29.0	46	25.0	47.0	20.0	15.0	52	43
6166	896390	28	21	23.0	23.0	22	43.0	41	14.0	46	44	28	36.0	35	29.0	25.0	37.0	19.0	41	51
6167	896398	36	20	22.0	37.0	26	42.0	55	48.0	45	43	36	40.0	39	30.0	35.0	26.0	22.0	48	43
6168	896399	28	11	16.0	27.0	28	45.0	42	28.0	39	46	47	36.0	44	25.0	36.0	20.0	19.0	44	49
6169	896400	30	11	13.0	31.0	18	37.0	60	25.0	36	36	26	26.0	43	17.0	30.0	28.0	20.0	51	30
6170	896401	20	13	22.0	27.0	21	41.0	40	25.0	36	35	25	27.0	30	27.0	20.0	28.0	15.0	41	38
6171	896402	38	20	23.0	30.0	18	43.0	35	45.0	44	44	44	31.0	36	32.0	35.0	24.0	22.0	48	46
6172	896404	43	28	12.0	36.0	21	28.0	53	42.0	45	43	36	44.0	42	36.0	43.0	28.0	25.0	56	54
6173	896406	33	23	28.0	29.0	32	42.0	55	45.0	42	47	32	33.0	40	29.0	45.0	22.0	28.0	47	39
6174	896407	47	39	13.0	38.0	31	31.0	58	59.0	43	45	56	42.0	44	28.0	51.0	31.0	23.0	46	49
6175	896408	44	35	12.0	36.0	28	45.0	59	54.0	43	48	57	51.0	46	31.0	45.0	32.0	23.0	49	57
6176	896409	25	20	21.0	23.0	27	42.0	34	42.0	40	43	27	35.0	32	26.0	28.0	20.0	18.0	41	49
6178	896411	40	35	18.0	42.0	30	42.0	49	59.0	37	45	56	63.0	38	32.0	37.0	24.0	24.0	52	57
6179	896412	38	20	23.0	29.0	26	42.0	50	37.0	44	42	30	38.0	38	29.0	42.0	16.0	18.0	47	50
6180	896413	29	20	14.0	24.0	28	37.0	60	42.0	42	48	52	33.0	45	32.0	42.0	22.0	23.0	43	56
6181	896414	20	20	22.0	19.0	22	42.0	27	48.0	38	45	26	26.0	36	24.0	20.0	13.0	18.0	42	48
6182	896415	38	20	12.0	29.0	29	35.0	56	39.0	37	43	32	30.0	38	22.0	46.0	14.0	23.0	41	47
6184	896416	30	10	21.0	24.0	27	44.0	54	46.0	41	37	27	19.0	37	26.0	33.0	15.0	18.0	39	55
6186	896422	60	49	23.0	49.0	46	50.0	61	64.0	45	48	70	71.0	48	44.0	54.0	48.0	29.0	54	63
6187	896420	52	55	25.0	49.0	46	50.0	56	59.0	46	49	67	71.0	47	46.0	51.0	45.0	23.0	57	65
6188	896423	41	37	16.0	43.0	34	47.0	54	51.0	45	46	49	57.0	45	32.0	50.0	38.0	26.0	48	57
6189	896424	30	34	16.0	43.0	33	45.0	40	60.0	42	45	46	55.0	42	36.0	38.0	29.0	25.0	46	57
6190	896425	39	37	17.0	36.0	39	47.0	54	56.0	45	46	48	55.0	43	42.0	42.0	29.0	26.0	55	63
6191	896426	43	43	15.0	38.0	39	43.0	47	45.0	44	44	53	64.0	45	41.0	50.0	28.0	22.0	53	58
6192	896427	34	43	15.0	39.0	37	45.0	55	51.0	45	46	37	63.0	37	36.0	36.0	30.0	23.0	49	57
6193	896428	39	37	27.0	44.0	35	43.0	55	52.0	46	47	62	63.0	43	34.0	42.0	47.0	24.0	50	51
6194	896431	49	47	25.0	43.0	32	47.0	51	53.0	42	45	33	54.0	40	45.0	40.0	23.0	24.0	49	54
6195	896430	31	40	17.0	44.0	36	43.0	46	42.0	42	44	62	49.0	44	37.0	41.0	35.0	26.0	46	53
6196	896432	34	42	15.0	37.0	31	47.0	51	52.0	44	43	31	46.0	34	38.0	27.0	28.0	26.0	48	49
6197	896429	35	42	17.0	32.0	33	47.0	57	49.0	41	44	31	57.0	38	26.0	36.0	35.0	25.0	41	52
6198	896433	38	24	15.0	30.0	30	46.0	45	51.0	43	42	41	49.0	47	30.0	37.0	24.0	21.0	54	54
6199	896434	33	37	14.0	38.0	32	46.0	53	54.0	46	44	25	50.0	39	30.0	31.0	23.0	17.0	54	57
6200	896437	52	56	26.0	50.0	46	50.0	60	62.0	45	48	55	72.0	47	47.0	49.0	46.0	24.0	52	63
6201	896436	43	52	25.0	38.0	42	50.0	65	64.0	46	47	36	71.0	47	46.0	46.0	45.0	24.0	56	59
6202	896438	51	51	28.0	42.0	38	50.0	55	61.0	45	47	66	74.0	47	47.0	48.0	46.0	24.0	53	63
6203	896435	27	41	20.0	26.0	33	43.0	27	43.0	39	46	36	61.0	34	34.0	32.0	24.0	25.0	36	51
6206	896441	49	47	27.0	43.0	35	44.0	53	62.0	46	48	67	58.0	45	36.0	46.0	49.0	24.0	49	59
6207	896442	44	47	28.0	39.0	37	44.0	50	58.0	44	45	56	55.0	42	28.0	50.0	48.0	21.0	52	54
6208	896443	40	39	26.0	40.0	38	45.0	51	62.0	44	46	38	61.0	45	33.0	30.0	49.0	21.0	55	56
6209	896444	31	50	26.0	27.0	41	44.0	42	59.0	34	48	40	68.0	31	35.0	43.0	49.0	23.0	47	58
6210	896445	20	44	27.0	41.0	30	44.0	38	54.0	33	46	16	62.0	34	31.0	23.0	38.0	24.0	51	55
6211	896447	32	43	24.0	36.0	36	44.0	57	55.0	45	43	41	67.0	45	36.0	39.0	41.0	25.0	51	53
6212	896448	37	46	27.0	44.0	38	44.0	52	58.0	43	45	62	70.0	43	32.0	45.0	49.0	27.0	50	56
6213	896449	44	44	24.0	47.0	40	48.0	54	64.0	43	44	65	72.0	45	28.0	42.0	49.0	26.0	50	56
6214	896450	41	44	23.0	36.0	35	44.0	60	57.0	42	46	45	61.0	46	35.0	32.0	37.0	29.0	52	61
6215	896451	34	26	26.0	42.0	34	44.0	50	53.0	39	48	44	67.0	35	27.0	39.0	40.0	24.0	39	54
6216	896452	45	40	28.0	39.0	31	45.0	55	54.0	44	44	50	47.0	43	30.0	48.0	38.0	23.0	53	52
6217	896453	45	56	22.0	45.0	39	50.0	68	60.0	46	47	57	68.0	49	43.0	48.0	51.0	26.0	54	54
6218	896446	23	41	27.0	28.0	32	44.0	50	56.0	46	45	30	56.0	44	29.0	29.0	41.0	26.0	44	54
6219	896455	49	54	22.0	46.0	45	45.0	55	65.0	43	44	70	71.0	40	37.0	57.0	49.0	23.0	43	52
6220	896456	59	54	28.0	49.0	44	50.0	65	64.0	47	46	74	72.0	49	43.0	59.0	57.0	29.0	57	63
6221	896457	52	35	12.0	42.0	32	24.0	51	41.0	43	34	38	56.0	32	30.0	41.0	36.0	8.0	43	35
6222	896459	44	29	14.0	35.0	43	23.0	38	37.0	39	37	42	60.0	35	38.0	48.0	41.0	7.0	44	40
6223	896454	42	40	23.0	42.0	39	44.0	67	54.0	47	47	62	63.0	48	37.0	44.0	50.0	23.0	59	57
6224	896461	50	36	11.0	42.0	37	25.0	52	37.0	42	35	45	62.0	36	33.0	33.0	26.0	5.0	56	36
6225	896463	59	40	14.0	35.0	44	25.0	49	43.0	46	36	56	61.0	38	38.0	52.0	43.0	4.0	52	27
6226	896465	52	42	12.0	39.0	42	42.0	47	49.0	39	35	44	51.0	34	37.0	42.0	40.0	22.0	50	49
6227	896467	53	34	11.0	30.0	41	24.0	44	27.0	40	29	31	57.0	33	38.0	52.0	36.0	8.0	51	48
6228	896469	51	36	13.0	41.0	45	32.0	63	43.0	43	40	57	59.0	42	40.0	53.0	48.0	8.0	62	51
6229	896471	47	27	12.0	27.0	40	27.0	41	45.0	40	35	42	55.0	33	36.0	29.0	45.0	10.0	48	39
6230	896473	51	6	13.0	42.0	35	32.0	57	45.0	43	37	54	30.0	42	37.0	49.0	48.0	2.0	60	44
6231	896474	46	8	0.0	28.0	49	0.0	25	31.0	32	31	41	51.0	18	27.0	31.0	37.0	0.0	32	34
6232	896475	59	55	18.0	36.0	43	25.0	69	51.0	48	40	65	72.0	39	35.0	55.0	51.0	3.0	59	49
6233	896477	53	30	14.0	31.0	44	25.0	41	39.0	40	33	42	68.0	37	36.0	30.0	30.0	8.0	50	36
6234	896479	44	15	15.0	22.0	27	26.0	27	27.0	29	30	26	41.0	25	23.0	25.0	24.0	8.0	34	17
6235	896480	38	25	0.0	25.0	27	0.0	33	38.0	33	34	28	35.0	32	35.0	30.0	31.0	0.0	40	33
6236	896482	52	27	0.0	31.0	11	0.0	25	25.0	39	29	35	30.0	24	30.0	37.0	15.0	0.0	47	33
6237	896481	38	28	20.0	22.0	32	26.0	36	39.0	37	37	25	49.0	33	35.0	26.0	33.0	14.0	38	43
6238	896483	37	26	19.0	21.0	27	35.0	30	37.0	40	31	41	48.0	40	39.0	47.0	47.0	15.0	43	45
6239	896484	37	25	0.0	20.0	36	0.0	39	25.0	19	34	37	52.0	18	33.0	32.0	48.0	0.0	37	38
6240	896485	49	51	18.0	29.0	37	22.0	46	48.0	38	42	30	54.0	42	43.0	37.0	50.0	16.0	52	52
6241	896486	8	23	10.0	21.0	17	26.0	35	37.0	36	27	25	29.0	19	35.0	22.0	24.0	11.0	39	34
6242	896487	40	30	16.0	24.0	35	25.0	50	40.0	40	41	30	54.0	37	40.0	39.0	43.0	14.0	50	48
6243	896489	51	25	13.0	27.0	42	29.0	70	45.0	41	33	55	61.0	42	35.0	43.0	38.0	16.0	50	45
6244	896491	38	16	14.0	17.0	34	31.0	60	39.0	42	28	35	36.0	33	34.0	49.0	20.0	18.0	44	35
6245	896493	56	41	15.0	31.0	37	30.0	69	41.0	45	39	46	61.0	42	38.0	40.0	40.0	18.0	56	48
6246	896497	46	26	19.0	28.0	37	36.0	46	38.0	35	38	60	57.0	43	35.0	44.0	33.0	23.0	45	44
6247	896495	49	47	16.0	31.0	44	41.0	72	40.0	45	43	65	67.0	45	39.0	44.0	51.0	24.0	53	56
6248	896499	49	54	28.0	32.0	43	49.0	63	53.0	45	45	63	55.0	46	40.0	49.0	51.0	28.0	51	55
6249	896500	43	23	10.0	24.0	17	24.0	44	42.0	43	33	37	42.0	41	31.0	50.0	33.0	14.0	49	35
6250	896501	48	43	28.0	35.0	42	49.0	65	37.0	45	40	42	50.0	45	39.0	45.0	50.0	27.0	43	50
6251	896503	50	43	20.0	31.0	34	50.0	62	36.0	42	41	39	47.0	43	35.0	52.0	43.0	27.0	48	53
6252	896505	54	51	29.0	37.0	50	50.0	65	49.0	47	46	64	72.0	46	39.0	51.0	51.0	28.0	48	54
6253	896509	39	46	26.0	35.0	44	46.0	63	48.0	43	41	51	60.0	45	38.0	48.0	51.0	27.0	54	48
6254	896507	54	58	29.0	41.0	50	50.0	73	59.0	46	48	65	70.0	48	41.0	55.0	53.0	29.0	51	57
6256	896511	43	35	16.0	27.0	38	49.0	64	42.0	42	43	49	56.0	45	35.0	41.0	40.0	24.0	51	46
6257	896513	49	38	27.0	29.0	42	36.0	58	44.0	42	42	46	63.0	45	41.0	49.0	50.0	27.0	52	49
6258	896515	52	37	18.0	29.0	42	35.0	63	44.0	45	39	45	56.0	40	35.0	48.0	37.0	24.0	53	53
6259	896517	49	47	16.0	31.0	45	45.0	59	36.0	46	43	48	56.0	44	41.0	41.0	40.0	27.0	46	47
6260	896521	36	30	18.0	35.0	43	35.0	44	40.0	38	43	50	51.0	42	39.0	37.0	41.0	28.0	46	54
6261	896522	30	27	12.0	25.0	34	25.0	26	39.0	34	33	26	55.0	42	31.0	31.0	39.0	14.0	48	44
6262	896523	50	41	25.0	32.0	40	49.0	61	41.0	48	39	63	69.0	46	38.0	53.0	44.0	24.0	53	48
6263	896519	48	48	17.0	30.0	50	39.0	64	42.0	46	46	63	61.0	46	42.0	48.0	49.0	28.0	46	53
6264	896524	11	20	10.0	19.0	20	21.0	27	41.0	24	19	25	39.0	33	17.0	26.0	20.0	14.0	35	46
6266	896525	50	38	19.0	29.0	29	46.0	51	47.0	40	25	55	57.0	44	38.0	49.0	34.0	25.0	44	41
6267	896527	38	24	23.0	29.0	27	48.0	67	32.0	44	33	40	48.0	40	33.0	32.0	17.0	24.0	43	45
6268	896528	20	16	16.0	22.0	17	24.0	36	37.0	33	25	35	32.0	18	27.0	32.0	21.0	14.0	40	38
6270	896531	48	40	25.0	30.0	42	40.0	56	47.0	42	41	52	53.0	45	40.0	44.0	46.0	28.0	47	49
6271	896532	18	25	0.0	28.0	22	0.0	29	39.0	30	28	29	25.0	31	32.0	40.0	18.0	0.0	37	41
6272	896533	53	55	27.0	36.0	46	50.0	56	52.0	47	44	65	68.0	45	42.0	45.0	54.0	29.0	55	57
6273	896535	53	47	20.0	35.0	45	38.0	63	63.0	45	44	41	56.0	40	42.0	48.0	23.0	27.0	49	51
6274	896537	48	57	22.0	31.0	49	42.0	66	49.0	45	46	59	62.0	43	40.0	50.0	53.0	25.0	50	51
6276	896539	50	58	20.0	42.0	49	49.0	60	52.0	43	46	67	73.0	49	40.0	55.0	56.0	23.0	56	55
6277	896541	48	37	18.0	38.0	31	43.0	53	41.0	43	30	48	56.0	45	31.0	39.0	35.0	22.0	56	50
6278	896543	28	23	18.0	21.0	28	38.0	57	38.0	41	38	57	42.0	44	28.0	30.0	27.0	22.0	51	47
6280	896544	21	29	12.0	24.0	23	22.0	38	37.0	29	19	25	35.0	27	28.0	26.0	28.0	11.0	28	33
6281	896546	42	23	14.0	29.0	33	26.0	37	30.0	41	33	25	40.0	38	33.0	32.0	31.0	10.0	35	46
6282	896547	39	36	13.0	20.0	42	47.0	37	50.0	39	33	30	55.0	39	30.0	44.0	47.0	18.0	43	43
6283	896549	48	52	18.0	37.0	43	40.0	63	57.0	45	44	44	67.0	45	39.0	44.0	50.0	15.0	48	51
6284	896551	41	39	17.0	21.0	46	47.0	25	42.0	33	41	25	53.0	35	37.0	36.0	48.0	14.0	40	51
6285	896553	44	37	20.0	26.0	40	29.0	63	53.0	42	38	34	42.0	36	42.0	34.0	44.0	14.0	56	52
6286	896555	52	47	18.0	26.0	45	29.0	47	51.0	45	39	25	44.0	40	40.0	38.0	41.0	15.0	46	48
6287	896557	53	44	18.0	25.0	37	29.0	54	48.0	41	42	28	37.0	31	28.0	30.0	42.0	16.0	41	49
6288	896559	33	38	16.0	25.0	31	30.0	44	43.0	37	37	15	42.0	31	36.0	28.0	45.0	13.0	48	44
6289	896562	17	29	0.0	25.0	33	0.0	29	44.0	43	20	32	25.0	28	39.0	26.0	44.0	0.0	45	55
6290	896561	56	55	20.0	42.0	45	42.0	69	51.0	47	46	67	70.0	45	40.0	55.0	56.0	23.0	55	47
6291	896565	55	50	21.0	33.0	37	40.0	69	53.0	47	38	60	53.0	46	25.0	48.0	56.0	24.0	50	42
6292	896566	20	17	14.0	19.0	20	21.0	25	28.0	40	28	20	38.0	20	22.0	25.0	20.0	13.0	44	35
6293	896564	20	32	12.0	23.0	30	24.0	27	36.0	42	34	31	59.0	26	27.0	27.0	33.0	15.0	45	40
6294	896567	58	57	23.0	35.0	47	44.0	70	53.0	47	49	65	66.0	45	37.0	59.0	55.0	23.0	60	52
6295	896563	56	47	20.0	34.0	49	44.0	69	57.0	47	45	69	67.0	45	36.0	56.0	53.0	21.0	61	52
6296	896571	47	32	23.0	29.0	36	32.0	58	45.0	42	35	57	57.0	39	33.0	46.0	45.0	23.0	49	37
6297	896569	56	57	23.0	44.0	45	45.0	74	62.0	45	46	66	70.0	45	41.0	58.0	58.0	21.0	57	57
6298	896575	53	48	25.0	36.0	47	33.0	69	43.0	47	39	53	63.0	44	36.0	55.0	48.0	24.0	53	41
6299	896577	57	55	21.0	41.0	49	42.0	74	53.0	47	47	71	70.0	45	37.0	59.0	57.0	22.0	56	56
6300	896578	33	20	12.0	17.0	30	23.0	38	45.0	26	33	34	21.0	26	14.0	3.0	39.0	10.0	30	25
6301	896573	56	48	23.0	33.0	47	41.0	70	60.0	47	46	66	67.0	39	40.0	55.0	51.0	23.0	53	56
6302	896579	57	54	19.0	38.0	38	45.0	69	61.0	47	36	69	62.0	46	35.0	60.0	57.0	20.0	55	50
6303	896580	20	17	16.0	23.0	19	23.0	35	29.0	37	33	25	36.0	18	26.0	34.0	31.0	18.0	51	42
6304	896582	38	16	0.0	25.0	32	0.0	38	31.0	34	32	46	36.0	32	30.0	31.0	25.0	0.0	54	56
6305	896583	58	45	22.0	29.0	47	36.0	67	50.0	46	47	70	62.0	45	40.0	56.0	54.0	21.0	61	50
6306	896581	58	50	20.0	27.0	48	34.0	69	58.0	46	44	68	67.0	46	33.0	56.0	53.0	21.0	50	44
6307	896585	56	45	21.0	34.0	48	32.0	67	46.0	47	48	68	64.0	42	41.0	53.0	55.0	22.0	56	44
6308	896587	48	55	21.0	45.0	49	46.0	71	57.0	47	48	68	72.0	47	39.0	57.0	57.0	29.0	58	50
6309	896589	58	50	21.0	47.0	49	39.0	73	54.0	47	46	71	71.0	47	35.0	59.0	53.0	27.0	59	50
6311	896591	56	51	22.0	45.0	48	49.0	71	59.0	45	47	74	69.0	46	39.0	60.0	57.0	25.0	58	54
6312	896593	51	50	19.0	40.0	48	49.0	70	46.0	47	46	70	68.0	47	40.0	47.0	55.0	24.0	55	48
6313	896595	57	54	25.0	42.0	48	49.0	73	59.0	45	48	73	74.0	47	40.0	59.0	57.0	29.0	60	55
6314	896596	35	29	14.0	35.0	23	25.0	56	42.0	37	29	33	49.0	31	30.0	40.0	31.0	14.0	56	39
6315	896597	55	51	28.0	45.0	47	49.0	73	54.0	48	44	74	70.0	44	40.0	59.0	59.0	26.0	61	53
6316	896598	35	29	15.0	36.0	35	40.0	52	36.0	45	30	51	52.0	38	35.0	47.0	47.0	10.0	61	33
6317	896599	51	32	13.0	31.0	37	42.0	40	50.0	34	38	29	64.0	32	35.0	36.0	48.0	2.0	37	31
6318	896600	32	36	0.0	29.0	29	0.0	25	33.0	30	34	31	33.0	27	29.0	30.0	44.0	0.0	44	53
6319	896601	36	24	18.0	31.0	35	23.0	64	42.0	41	41	43	60.0	34	37.0	42.0	52.0	28.0	53	45
6320	896603	57	50	21.0	40.0	48	34.0	69	60.0	47	45	70	64.0	46	40.0	58.0	58.0	22.0	58	51
6321	896604	37	30	10.0	19.0	38	20.0	38	50.0	40	41	26	42.0	30	28.0	36.0	32.0	13.0	37	7
6322	896605	54	32	19.0	35.0	48	35.0	68	53.0	46	41	55	51.0	42	42.0	42.0	52.0	23.0	59	49
6323	896607	44	22	14.0	22.0	47	29.0	65	36.0	42	44	37	25.0	39	36.0	47.0	56.0	24.0	51	36
6324	896608	44	29	10.0	17.0	24	23.0	47	25.0	41	35	49	42.0	27	33.0	36.0	20.0	13.0	32	36
6325	896609	52	43	13.0	33.0	46	33.0	66	57.0	46	48	60	59.0	45	37.0	50.0	57.0	22.0	58	49
6326	896611	37	15	20.0	30.0	38	24.0	60	31.0	39	32	25	42.0	41	33.0	44.0	32.0	28.0	44	17
6327	896613	49	39	22.0	34.0	44	36.0	70	54.0	42	42	58	59.0	46	40.0	43.0	46.0	26.0	51	42
6328	896615	47	33	18.0	38.0	45	30.0	65	53.0	45	48	53	61.0	46	39.0	53.0	47.0	18.0	52	33
6329	896617	56	48	23.0	38.0	41	49.0	69	57.0	47	45	73	66.0	47	41.0	57.0	53.0	28.0	57	45
6330	896618	25	16	0.0	35.0	42	0.0	27	44.0	18	34	40	28.0	19	18.0	30.0	46.0	0.0	36	36
6331	896619	56	38	27.0	39.0	42	40.0	71	57.0	47	47	60	53.0	44	41.0	51.0	53.0	27.0	54	52
6332	896621	57	49	26.0	40.0	43	38.0	70	51.0	46	44	73	62.0	44	44.0	56.0	55.0	28.0	53	46
6333	896623	58	53	18.0	37.0	41	34.0	70	59.0	47	49	73	67.0	44	42.0	57.0	54.0	21.0	55	53
6334	896625	55	56	25.0	36.0	47	45.0	73	61.0	48	46	73	67.0	47	42.0	59.0	57.0	28.0	55	53
6336	896627	57	58	28.0	43.0	49	49.0	72	66.0	48	48	70	69.0	48	42.0	59.0	58.0	27.0	55	54
6337	896628	25	26	0.0	34.0	30	0.0	33	19.0	28	36	25	26.0	26	36.0	32.0	56.0	0.0	35	48
6338	896629	56	53	21.0	40.0	49	45.0	71	65.0	47	47	73	66.0	45	41.0	59.0	54.0	23.0	55	53
6339	896631	59	56	20.0	36.0	49	40.0	74	62.0	46	49	70	67.0	47	40.0	60.0	58.0	22.0	58	54
6340	896633	59	55	20.0	46.0	49	40.0	73	64.0	47	48	68	74.0	45	38.0	55.0	55.0	25.0	56	48
6341	896635	56	53	23.0	28.0	49	39.0	68	61.0	47	47	67	69.0	42	42.0	53.0	56.0	24.0	56	44
6342	896637	46	32	19.0	19.0	48	37.0	66	42.0	45	44	42	47.0	41	32.0	50.0	53.0	23.0	52	44
6343	896638	26	18	0.0	25.0	25	0.0	18	34.0	28	25	35	42.0	31	21.0	38.0	25.0	0.0	35	26
6344	896639	45	28	19.0	17.0	44	38.0	62	40.0	37	45	37	31.0	41	29.0	46.0	46.0	24.0	47	29
6345	896640	50	19	0.0	27.0	28	0.0	46	48.0	25	31	33	28.0	19	27.0	28.0	27.0	0.0	42	41
6346	896641	41	32	16.0	33.0	27	31.0	44	45.0	44	41	32	58.0	37	35.0	45.0	45.0	29.0	46	52
6347	896642	36	31	0.0	26.0	27	0.0	31	29.0	23	27	17	25.0	24	24.0	17.0	34.0	0.0	25	29
6348	896643	56	50	20.0	41.0	45	48.0	67	58.0	46	48	57	66.0	44	39.0	51.0	53.0	17.0	48	47
6349	896644	21	8	13.0	29.0	19	23.0	34	25.0	31	28	25	25.0	22	29.0	24.0	27.0	12.0	39	32
6350	896645	46	39	15.0	36.0	39	35.0	65	48.0	44	43	49	57.0	42	34.0	41.0	48.0	17.0	53	41
6351	896647	51	47	15.0	24.0	47	33.0	65	54.0	45	45	53	64.0	42	37.0	44.0	52.0	18.0	48	47
6352	896649	41	44	12.0	34.0	47	32.0	67	49.0	47	44	45	58.0	42	34.0	47.0	49.0	17.0	50	45
6353	896652	40	28	15.0	20.0	41	29.0	68	49.0	46	41	30	50.0	42	33.0	53.0	43.0	20.0	51	46
6354	896654	39	34	17.0	31.0	41	30.0	67	44.0	45	41	33	48.0	41	36.0	41.0	46.0	15.0	57	44
6355	896656	53	24	13.0	27.0	42	31.0	43	30.0	38	28	34	49.0	31	17.0	40.0	46.0	8.0	49	32
6356	896657	29	28	0.0	25.0	44	0.0	34	28.0	36	32	38	33.0	20	28.0	25.0	25.0	0.0	31	42
6357	896658	47	33	13.0	44.0	49	25.0	50	42.0	40	42	40	59.0	33	36.0	43.0	55.0	17.0	51	38
6358	896660	52	29	20.0	36.0	47	26.0	39	32.0	44	42	50	61.0	33	32.0	37.0	42.0	7.0	50	42
6359	896662	50	22	11.0	37.0	42	24.0	48	34.0	45	39	42	43.0	33	34.0	42.0	46.0	13.0	52	35
6360	896664	53	33	13.0	35.0	46	27.0	47	46.0	40	40	41	35.0	42	34.0	40.0	43.0	7.0	60	44
6361	896668	52	22	11.0	33.0	46	22.0	59	48.0	43	44	45	41.0	31	30.0	45.0	44.0	7.0	60	44
6362	896670	40	21	11.0	27.0	47	27.0	26	19.0	40	30	41	38.0	31	25.0	35.0	43.0	7.0	44	37
6363	896671	27	37	0.0	26.0	36	0.0	45	33.0	42	29	17	26.0	35	31.0	32.0	51.0	0.0	44	39
6364	896672	54	26	12.0	43.0	42	25.0	49	35.0	33	30	37	33.0	36	28.0	35.0	49.0	10.0	54	42
6365	896673	41	20	13.0	43.0	23	25.0	35	19.0	39	32	52	30.0	28	28.0	34.0	22.0	11.0	48	28
6366	896676	33	37	14.0	34.0	46	27.0	47	35.0	45	36	32	40.0	40	40.0	30.0	41.0	11.0	63	53
6367	896678	20	14	14.0	19.0	29	30.0	45	20.0	25	32	33	41.0	33	24.0	20.0	32.0	11.0	48	34
6368	896680	41	29	15.0	33.0	35	25.0	56	48.0	44	39	38	49.0	39	25.0	44.0	37.0	16.0	52	39
6369	896685	38	38	14.0	45.0	44	27.0	48	43.0	45	41	35	39.0	43	36.0	33.0	36.0	15.0	49	48
6370	896682	25	24	14.0	32.0	35	23.0	46	29.0	30	31	26	33.0	24	19.0	25.0	37.0	11.0	40	44
6371	896687	34	29	10.0	30.0	36	25.0	41	29.0	46	36	18	42.0	34	33.0	32.0	33.0	15.0	44	34
6372	896686	34	31	15.0	30.0	29	27.0	41	37.0	44	40	28	39.0	27	31.0	25.0	36.0	11.0	44	47
6373	896689	33	20	14.0	32.0	19	30.0	48	36.0	44	33	27	13.0	40	33.0	35.0	27.0	16.0	48	38
6374	896690	38	24	15.0	42.0	39	26.0	47	37.0	42	38	27	32.0	36	31.0	33.0	33.0	17.0	48	41
6375	896692	32	20	15.0	31.0	33	31.0	51	37.0	41	38	34	47.0	41	36.0	35.0	28.0	10.0	47	43
6376	896693	40	34	15.0	45.0	43	31.0	40	38.0	45	46	39	54.0	39	38.0	39.0	42.0	10.0	55	48
6377	896697	35	11	14.0	33.0	25	26.0	46	30.0	38	32	34	47.0	29	30.0	32.0	11.0	11.0	50	45
6378	896705	24	24	20.0	40.0	26	29.0	50	39.0	44	27	36	54.0	33	24.0	20.0	29.0	10.0	49	41
6379	896706	24	24	12.0	36.0	31	29.0	51	44.0	44	44	30	39.0	34	30.0	31.0	30.0	11.0	54	42
6380	896708	28	10	12.0	27.0	26	28.0	41	33.0	46	36	32	30.0	27	32.0	20.0	20.0	11.0	56	43
6381	896709	27	20	17.0	33.0	32	28.0	50	34.0	45	37	25	51.0	37	29.0	21.0	25.0	15.0	54	37
6385	896713	29	49	0.0	27.0	17	0.0	48	17.0	29	39	30	30.0	24	24.0	18.0	39.0	0.0	41	42
6386	896729	20	18	16.0	34.0	28	32.0	40	28.0	47	35	14	32.0	41	39.0	20.0	25.0	11.0	48	45
6387	896732	29	25	0.0	28.0	41	0.0	37	30.0	41	43	10	29.0	34	30.0	35.0	29.0	0.0	41	51
6388	896730	17	15	15.0	17.0	21	27.0	42	20.0	38	30	25	34.0	28	26.0	25.0	12.0	19.0	34	35
6389	896740	54	30	0.0	34.0	10	0.0	25	26.0	40	39	39	25.0	37	35.0	47.0	35.0	0.0	41	44
6391	896748	28	33	0.0	30.0	29	0.0	27	29.0	32	21	40	26.0	18	39.0	25.0	46.0	0.0	37	30
6392	896752	25	15	20.0	28.0	20	34.0	33	13.0	34	38	37	36.0	24	30.0	28.0	29.0	17.0	36	50
6393	896753	31	20	26.0	27.0	24	41.0	38	30.0	43	44	32	37.0	41	29.0	33.0	25.0	23.0	50	59
6395	896757	46	41	29.0	46.0	31	47.0	50	45.0	45	42	54	56.0	40	39.0	53.0	48.0	28.0	45	54
6398	896759	35	56	25.0	40.0	27	36.0	43	46.0	43	43	49	50.0	35	35.0	42.0	38.0	18.0	51	56
6400	896762	35	23	25.0	35.0	22	46.0	26	36.0	42	38	25	44.0	32	31.0	38.0	28.0	22.0	42	47
6401	896763	34	26	26.0	34.0	28	38.0	36	36.0	40	44	35	39.0	35	33.0	29.0	28.0	20.0	45	45
